"","No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","Date"
"206",206,2013,3,9,13,49,628,4,7,300,76,10.3,1006.5,-17,0,"NNW",7.2,"Aotizhongxin",2013-03-09
"207",207,2013,3,9,14,47,662,3,6,300,81,10.5,1008.1,-16.8,0,"NNW",6.7,"Aotizhongxin",2013-03-09
"208",208,2013,3,9,15,28,443,3,8,300,81,10.2,1009.4,-17.1,0,"N",3.9,"Aotizhongxin",2013-03-09
"209",209,2013,3,9,16,21,263,3,9,300,81,10.5,1010.8,-17.8,0,"N",4.8,"Aotizhongxin",2013-03-09
"210",210,2013,3,9,17,14,251,4,9,300,81,8.6,1013,-18.3,0,"NNE",4.8,"Aotizhongxin",2013-03-09
"211",211,2013,3,9,18,17,205,4,10,300,81,7.4,1015.9,-19.3,0,"NNE",4.8,"Aotizhongxin",2013-03-09
"212",212,2013,3,9,19,15,107,5,10,400,81,6.4,1018.1,-18.4,0,"N",3.5,"Aotizhongxin",2013-03-09
"213",213,2013,3,9,20,18,104,4,7,400,82,5.6,1019.7,-18.3,0,"N",4.5,"Aotizhongxin",2013-03-09
"214",214,2013,3,9,21,12,58,4,8,400,82,4.8,1020.3,-17.6,0,"N",3.3,"Aotizhongxin",2013-03-09
"215",215,2013,3,9,22,11,34,6,8,300,82,3.8,1021.2,-17.8,0,"NNE",1.2,"Aotizhongxin",2013-03-09
"216",216,2013,3,9,23,6,19,8,10,400,82,0.8,1021.3,-14.1,0,"SSE",0.6,"Aotizhongxin",2013-03-09
"217",217,2013,3,10,0,11,15,6,16,400,82,-0.5,1020.8,-13.4,0,"N",0,"Aotizhongxin",2013-03-10
"218",218,2013,3,10,1,11,16,10,25,400,82,-0.2,1021.1,-11.6,0,"W",1,"Aotizhongxin",2013-03-10
"219",219,2013,3,10,2,6,18,14,41,400,82,-2.1,1020.9,-11.7,0,"NNE",0.7,"Aotizhongxin",2013-03-10
"220",220,2013,3,10,3,10,25,17,55,500,82,-2,1021.1,-11.8,0,"NNW",1.2,"Aotizhongxin",2013-03-10
"221",221,2013,3,10,4,18,63,17,76,500,82,-1.3,1021.9,-14.8,0,"NNE",0,"Aotizhongxin",2013-03-10
"222",222,2013,3,10,5,21,35,18,80,700,82,-1.8,1022,-10.9,0,"W",1.7,"Aotizhongxin",2013-03-10
"223",223,2013,3,10,6,18,21,21,73,800,82,-2,1022.5,-11.8,0,"N",0,"Aotizhongxin",2013-03-10
"224",224,2013,3,10,7,24,46,21,82,1500,82,3.5,1023.2,-14.7,0,"SSW",2.3,"Aotizhongxin",2013-03-10
"225",225,2013,3,10,8,31,74,33,84,1300,82,5.3,1023.5,-15.9,0,"SW",4.6,"Aotizhongxin",2013-03-10
"226",226,2013,3,10,9,26,75,34,69,900,82,6.8,1023.1,-15.9,0,"SSW",5.2,"Aotizhongxin",2013-03-10
"227",227,2013,3,10,10,27,63,28,55,700,82,8.3,1022.4,-14.7,0,"SSW",4.6,"Aotizhongxin",2013-03-10
"228",228,2013,3,10,11,30,59,20,40,800,82,9.8,1021.9,-14.2,0,"S",2.7,"Aotizhongxin",2013-03-10
"229",229,2013,3,10,12,28,56,21,34,700,82,10.4,1021,-14.4,0,"SSW",0.4,"Aotizhongxin",2013-03-10
"230",230,2013,3,10,13,34,52,20,30,600,82,11.2,1020,-13.8,0,"S",2.8,"Aotizhongxin",2013-03-10
"231",231,2013,3,10,14,28,54,17,28,500,82,11.4,1019,-13.6,0,"SSW",4,"Aotizhongxin",2013-03-10
"232",232,2013,3,10,15,37,71,17,27,500,82,11.3,1018.7,-14.5,0,"SW",4.5,"Aotizhongxin",2013-03-10
"233",233,2013,3,10,16,36,94,18,26,500,84,10.4,1018.3,-13.7,0,"SW",4.1,"Aotizhongxin",2013-03-10
"234",234,2013,3,10,17,38,117,25,33,500,84,9.1,1018.2,-13.4,0,"SSW",4.4,"Aotizhongxin",2013-03-10
"235",235,2013,3,10,18,44,106,27,34,600,84,8.2,1018.5,-12.3,0,"SSW",2.6,"Aotizhongxin",2013-03-10
"236",236,2013,3,10,19,60,102,28,39,700,84,7.7,1018.8,-11.1,0,"SSW",2.3,"Aotizhongxin",2013-03-10
"237",237,2013,3,10,20,70,115,33,61,800,84,7.4,1018.8,-10.9,0,"S",3.5,"Aotizhongxin",2013-03-10
"238",238,2013,3,10,21,64,114,28,62,800,84,6.5,1018.9,-10.3,0,"SSW",2.7,"Aotizhongxin",2013-03-10
"239",239,2013,3,10,22,70,123,31,60,900,84,5.9,1018.5,-10,0,"SW",2.4,"Aotizhongxin",2013-03-10
"240",240,2013,3,10,23,81,140,46,62,1000,84,3,1018.7,-9,0,"SSW",0.9,"Aotizhongxin",2013-03-10
"241",241,2013,3,11,0,90,147,55,69,1100,84,0.3,1018.5,-8.7,0,"SW",1.4,"Aotizhongxin",2013-03-11
"242",242,2013,3,11,1,95,156,57,78,1100,84,-0.7,1018,-7.3,0,"SW",0.7,"Aotizhongxin",2013-03-11
"243",243,2013,3,11,2,95,140,53,76,1100,84,-1.7,1017.4,-7,0,"WNW",0.5,"Aotizhongxin",2013-03-11
"244",244,2013,3,11,3,96,138,56,78,1100,84,-2.1,1017.2,-6.5,0,"N",0.6,"Aotizhongxin",2013-03-11
"245",245,2013,3,11,4,97,140,55,80,1100,84,-1.6,1016.9,-7.9,0,"NNE",1.1,"Aotizhongxin",2013-03-11
"246",246,2013,3,11,5,106,146,49,76,1200,84,-2.3,1016.9,-8,0,"SE",0.1,"Aotizhongxin",2013-03-11
"247",247,2013,3,11,6,114,147,40,76,1600,84,-2.1,1017,-8,0,"NE",0.9,"Aotizhongxin",2013-03-11
"248",248,2013,3,11,7,112,155,62,77,2100,84,1.3,1017.4,-8.3,0,"NNE",1.9,"Aotizhongxin",2013-03-11
"249",249,2013,3,11,8,113,184,71,77,2600,84,3.1,1017.5,-8.6,0,"NE",1.8,"Aotizhongxin",2013-03-11
"250",250,2013,3,11,9,120,196,96,89,2500,84,4.6,1016.8,-8.2,0,"NE",1.8,"Aotizhongxin",2013-03-11
"251",251,2013,3,11,10,141,205,102,97,2500,84,6.7,1016,-8.1,0,"NNE",1.4,"Aotizhongxin",2013-03-11
"252",252,2013,3,11,11,140,198,96,105,2299,84,7.6,1015,-8.1,0,"N",1.3,"Aotizhongxin",2013-03-11
"253",253,2013,3,11,12,149,207,99,118,2200,84,9.7,1013.4,-7.5,0,"NNW",1.6,"Aotizhongxin",2013-03-11
"254",254,2013,3,11,13,150,189,114,124,2100,84,11.3,1012.3,-7.1,0,"S",3.5,"Aotizhongxin",2013-03-11
"255",255,2013,3,11,14,114,151,99,80,1100,84,11.4,1010.9,-7.5,0,"SSE",2.5,"Aotizhongxin",2013-03-11
"256",256,2013,3,11,15,106,133,96,69,1000,84,10.7,1010.3,-6.2,0,"SSW",2.1,"Aotizhongxin",2013-03-11
"257",257,2013,3,11,16,113,162,109,76,1100,76,10.4,1009.5,-6.5,0,"SSW",3.4,"Aotizhongxin",2013-03-11
"258",258,2013,3,11,17,132,198,148,90,1700,76,9.7,1009.7,-5.8,0,"SSW",2.1,"Aotizhongxin",2013-03-11
"259",259,2013,3,11,18,149,253,161,100,2100,71,9.7,1009.8,-5.1,0,"S",2,"Aotizhongxin",2013-03-11
"260",260,2013,3,11,19,144,233,90,98,1500,51,9.6,1010,-4.4,0,"S",1.5,"Aotizhongxin",2013-03-11
"261",261,2013,3,11,20,156,214,103,116,1899,47,9.8,1010.4,-2.8,0,"SSE",1.3,"Aotizhongxin",2013-03-11
"262",262,2013,3,11,21,174,246,124,121,2200,47,9.6,1009.8,-2.7,0,"SSW",1.5,"Aotizhongxin",2013-03-11
"263",263,2013,3,11,22,152,196,88,109,1600,47,9.3,1009.2,-4,0,"SSW",1.5,"Aotizhongxin",2013-03-11
"264",264,2013,3,11,23,113,145,62,97,1300,47,8.6,1008,-4.6,0,"SSE",1.1,"Aotizhongxin",2013-03-11
"265",265,2013,3,12,0,89,124,50,80,1100,47,6.3,1007.5,-2.8,0,"WNW",1,"Aotizhongxin",2013-03-12
"266",266,2013,3,12,1,106,161,56,91,1600,47,4.8,1006.8,-2.8,0,"SSE",0,"Aotizhongxin",2013-03-12
"267",267,2013,3,12,2,125,159,56,86,1899,47,5.3,1005.8,-1,0,"ESE",0.2,"Aotizhongxin",2013-03-12
"268",268,2013,3,12,3,117,127,73,81,1262.94514539774,47,6.4,1005.8,-1,0.1,"N",2.2,"Aotizhongxin",2013-03-12
"269",269,2013,3,12,4,112,140,68,81,1399,47,4.3,1006.3,1.5,0.4,"E",0.9,"Aotizhongxin",2013-03-12
"270",270,2013,3,12,5,140,237,34,74,2100,47,4.7,1006.1,1.5,0.1,"NNE",1.3,"Aotizhongxin",2013-03-12
"271",271,2013,3,12,6,146,165,22,66,2100,47,4.1,1006.2,2.6,0.9,"W",1,"Aotizhongxin",2013-03-12
"272",272,2013,3,12,7,115,121,21,77,2100,47,3.5,1006.9,2.2,0.9,"NW",1.4,"Aotizhongxin",2013-03-12
"273",273,2013,3,12,8,120,122,17,78,1600,47,3.1,1006.9,1.9,0.4,"N",1.5,"Aotizhongxin",2013-03-12
"274",274,2013,3,12,9,116,90,16,76,1600,47,3.4,1006.6,2.2,0,"NNE",1.3,"Aotizhongxin",2013-03-12
"275",275,2013,3,12,10,123,94,16,71,1700,47,3.7,1006.8,2.2,0,"N",0.9,"Aotizhongxin",2013-03-12
"276",276,2013,3,12,11,130,104,16,69,1800,47,4.4,1006.5,2.6,0,"NNE",1.4,"Aotizhongxin",2013-03-12
"277",277,2013,3,12,12,132,87,14,75,1600,47,4.8,1006.8,2.2,0,"N",1.5,"Aotizhongxin",2013-03-12
"278",278,2013,3,12,13,129,84,15,68,1500,47,5.3,1006.6,2.8,0.1,"NE",1.8,"Aotizhongxin",2013-03-12
"279",279,2013,3,12,14,139,102,15,67,1600,47,5.6,1007.1,2.9,0,"NNE",1.6,"Aotizhongxin",2013-03-12
"280",280,2013,3,12,15,135,93,15,63,1600,39,6.4,1007.6,3.2,0,"N",1.5,"Aotizhongxin",2013-03-12
"281",281,2013,3,12,16,133,102,17,63,1500,28,6.6,1008.1,3.2,0,"S",0.6,"Aotizhongxin",2013-03-12
"282",282,2013,3,12,17,141,107,19,70,1600,21,6.4,1009.4,3.4,0,"E",1.4,"Aotizhongxin",2013-03-12
"283",283,2013,3,12,18,124,131,21,79,1800,20,5.8,1011.1,3.1,0,"E",0.4,"Aotizhongxin",2013-03-12
"284",284,2013,3,12,19,137,140,20,75,2000,12,3.3,1012.5,2.1,0,"WSW",0.5,"Aotizhongxin",2013-03-12
"285",285,2013,3,12,20,160,140,17,74,1800,12,2.9,1014.1,2.2,0,"N",0.7,"Aotizhongxin",2013-03-12
"286",286,2013,3,12,21,140,101,16,68,1700,12,3.6,1015.5,2.6,0,"NNE",0.8,"Aotizhongxin",2013-03-12
"287",287,2013,3,12,22,88,31,16,63,1100,12,1.9,1016.7,1.3,0,"N",1.2,"Aotizhongxin",2013-03-12
"288",288,2013,3,12,23,50,50,30,54,800,17,3.8,1017.7,-5.7,0,"NNE",0.9,"Aotizhongxin",2013-03-12
"289",289,2013,3,13,0,22,22,28,21,400,56,3.4,1018.5,-7.1,0,"NNW",0.9,"Aotizhongxin",2013-03-13
"290",290,2013,3,13,1,10,10,16,14,300,68,2.7,1018.9,-9,0,"NNE",2.1,"Aotizhongxin",2013-03-13
"291",291,2013,3,13,2,10,10,12,16,300,68,2.8,1019.3,-8.9,0,"N",2.4,"Aotizhongxin",2013-03-13
"292",292,2013,3,13,3,7,7,11,15,300,69,2.4,1019.7,-8.6,0,"N",1.3,"Aotizhongxin",2013-03-13
"293",293,2013,3,13,4,11,11,11,16,400,69,0.3,1020.5,-7.5,0,"NW",0.9,"Aotizhongxin",2013-03-13
"294",294,2013,3,13,5,3,6,13,20,400,69,-0.9,1021,-8.1,0,"NNE",0.9,"Aotizhongxin",2013-03-13
"295",295,2013,3,13,6,3,6,17,24,500,69,0.8,1022.2,-8.5,0,"NNE",1.6,"Aotizhongxin",2013-03-13
"296",296,2013,3,13,7,3,8,21,40,600,69,3.7,1023.3,-10,0,"NNE",2.9,"Aotizhongxin",2013-03-13
"297",297,2013,3,13,8,8,18,35,62,700,69,4.8,1024.6,-13.6,0,"NNE",3.3,"Aotizhongxin",2013-03-13
"298",298,2013,3,13,9,20,24,27,43,600,69,5.5,1025.2,-10.7,0,"ENE",3.9,"Aotizhongxin",2013-03-13
"299",299,2013,3,13,10,16,25,22,32,500,69,6.4,1025.2,-11.3,0,"ENE",2.6,"Aotizhongxin",2013-03-13
"300",300,2013,3,13,11,14,6,14,26,400,69,6.6,1024.4,-12.6,0,"NE",3.6,"Aotizhongxin",2013-03-13
"301",301,2013,3,13,12,12,6,10,19,400,71,7.6,1023.7,-11.7,0,"ENE",3.5,"Aotizhongxin",2013-03-13
"302",302,2013,3,13,13,17,6,11,24,400,71,8.5,1022.9,-13.2,0,"E",2.3,"Aotizhongxin",2013-03-13
"303",303,2013,3,13,14,15,6,10,19,400,77,9.5,1022.2,-14.4,0,"NE",1.6,"Aotizhongxin",2013-03-13
"304",304,2013,3,13,15,3,9,11,24,400,77,9.7,1021.7,-13.5,0,"SW",2,"Aotizhongxin",2013-03-13
"305",305,2013,3,13,16,3,6,11,26,400,77,9.1,1021.9,-12.1,0,"S",1.8,"Aotizhongxin",2013-03-13
"306",306,2013,3,13,17,3,11,12,37,500,77,7.1,1022.3,-10.7,0,"SSW",2.7,"Aotizhongxin",2013-03-13
"307",307,2013,3,13,18,23,38,12,52,600,77,6.1,1022.8,-9,0,"SSW",2.5,"Aotizhongxin",2013-03-13
"308",308,2013,3,13,19,31,59,15,64,700,77,5.5,1023.5,-8.8,0,"S",1.5,"Aotizhongxin",2013-03-13
"309",309,2013,3,13,20,37,47,16,64,700,77,5,1023.7,-9.6,0,"SSW",2.9,"Aotizhongxin",2013-03-13
"310",310,2013,3,13,21,35,39,16,67,700,77,4.8,1024,-8.7,0,"SSW",3.2,"Aotizhongxin",2013-03-13
"311",311,2013,3,13,22,37,39,18,67,700,77,4,1023.8,-8.1,0,"SSW",3.2,"Aotizhongxin",2013-03-13
"312",312,2013,3,13,23,42,45,21,74,800,77,2.9,1024.1,-5.5,0,"S",2.3,"Aotizhongxin",2013-03-13
"313",313,2013,3,14,0,62,113,19,71,1100,77,2.5,1024.2,-3.8,0,"SSW",2.4,"Aotizhongxin",2013-03-14
"314",314,2013,3,14,1,71,88,11,67,1399,77,1.6,1024.5,-4.1,0,"SSW",1,"Aotizhongxin",2013-03-14
"315",315,2013,3,14,2,60,66,10,65,1399,77,1.3,1023.9,-4.6,0,"SSW",1.5,"Aotizhongxin",2013-03-14
"316",316,2013,3,14,3,65,53,11,60,1200,77,-0.1,1023.8,-4.7,0,"WNW",0.5,"Aotizhongxin",2013-03-14
"317",317,2013,3,14,4,49,53,12,57,1200,77,-0.5,1023.9,-3.9,0,"NE",2.4,"Aotizhongxin",2013-03-14
"318",318,2013,3,14,5,72,77,12,67,1500,77,-0.8,1024.3,-4,0,"NNE",1.9,"Aotizhongxin",2013-03-14
"319",319,2013,3,14,6,73,75,10,64,1600,77,-0.8,1024.3,-4.2,0,"NNE",2.2,"Aotizhongxin",2013-03-14
"320",320,2013,3,14,7,69,77,10,55,1399,77,-0.4,1024.6,-4.1,0,"NE",2.1,"Aotizhongxin",2013-03-14
"321",321,2013,3,14,8,72,81,11,54,1500,77,0.5,1024.9,-4.2,0,"NW",2.3,"Aotizhongxin",2013-03-14
"322",322,2013,3,14,9,84,95,22,57,1500,77,2.2,1024.3,-4.1,0,"NW",1.5,"Aotizhongxin",2013-03-14
"323",323,2013,3,14,10,101,117,57,61,1600,77,3.9,1023.4,-3.9,0,"WSW",1.7,"Aotizhongxin",2013-03-14
"324",324,2013,3,14,11,111,112,67,66,1600,77,5.5,1022.3,-3.6,0,"S",1.2,"Aotizhongxin",2013-03-14
"325",325,2013,3,14,12,97,125,61,77,1700,77,7.2,1021.3,-3.7,0,"SW",3.4,"Aotizhongxin",2013-03-14
"326",326,2013,3,14,13,104,117,65,78,1399,77,8.7,1020,-3.8,0,"S",3.3,"Aotizhongxin",2013-03-14
"327",327,2013,3,14,14,108,115,111,60,900,74,9.9,1019.4,-4.5,0,"SSW",3.8,"Aotizhongxin",2013-03-14
"328",328,2013,3,14,15,105,112,116,56,1000,74,9.3,1018.7,-4.3,0,"S",3.2,"Aotizhongxin",2013-03-14
"329",329,2013,3,14,16,105,115,112,60,1000,64,8.6,1018.1,-3.9,0,"SSW",3.1,"Aotizhongxin",2013-03-14
"330",330,2013,3,14,17,106,126,113,66,1000,52,7.6,1018.3,-3.6,0,"SSW",3.5,"Aotizhongxin",2013-03-14
"331",331,2013,3,14,18,115,136,99,74,1100,52,6.8,1018.4,-2.9,0,"SSW",1.6,"Aotizhongxin",2013-03-14
"332",332,2013,3,14,19,119,137,74,78,1100,52,6.2,1018.4,-2.7,0,"S",1.3,"Aotizhongxin",2013-03-14
"333",333,2013,3,14,20,115,118,74,97,1200,52,5.9,1018.3,-2,0,"SSW",1.3,"Aotizhongxin",2013-03-14
"334",334,2013,3,14,21,119,130,61,102,1399,52,3.5,1018.4,-1.9,0,"WNW",0.6,"Aotizhongxin",2013-03-14
"335",335,2013,3,14,22,140,158,54,100,1600,52,1.4,1018.2,-1.8,0,"SE",0,"Aotizhongxin",2013-03-14
"336",336,2013,3,14,23,162,179,54,97,1700,52,1.6,1017.7,-1.8,0,"ENE",1.1,"Aotizhongxin",2013-03-14
"337",337,2013,3,15,0,165,176,46,91,1700,52,2.3,1017.8,-2.2,0,"NE",1.2,"Aotizhongxin",2013-03-15
"338",338,2013,3,15,1,180,211,42,80,2700,52,2.4,1017.4,-2.5,0,"NE",1.8,"Aotizhongxin",2013-03-15
"339",339,2013,3,15,2,183,218,44,85,2700,52,2,1016.6,-2.9,0,"NE",1.1,"Aotizhongxin",2013-03-15
"340",340,2013,3,15,3,182,200,42,87,2500,52,1.5,1016.3,-2.8,0,"NE",1.6,"Aotizhongxin",2013-03-15
"341",341,2013,3,15,4,173,189,36,82,2399,52,1,1016.2,-2.6,0,"NE",0.8,"Aotizhongxin",2013-03-15
"342",342,2013,3,15,5,166,177,33,80,2200,52,0.7,1016.1,-2.5,0,"NE",1.2,"Aotizhongxin",2013-03-15
"343",343,2013,3,15,6,163,170,37,79,2100,52,0.6,1016,-2.5,0,"NE",1.2,"Aotizhongxin",2013-03-15
"344",344,2013,3,15,7,137,156,43,75,1899,52,2.4,1016.3,-2.3,0,"NNE",1,"Aotizhongxin",2013-03-15
"345",345,2013,3,15,8,164,174,71,70,2100,52,4.2,1016.5,-2.2,0,"NE",1.4,"Aotizhongxin",2013-03-15
"346",346,2013,3,15,9,172,185,117,75,2200,52,6.4,1015.9,-2.5,0,"NNE",1.4,"Aotizhongxin",2013-03-15
"347",347,2013,3,15,10,173,186,118,75,2000,4,8.1,1015.1,-2,0,"SE",1.6,"Aotizhongxin",2013-03-15
"348",348,2013,3,15,11,3,3,130,76,1600,15,9,1014.2,-2,0,"NNW",1.4,"Aotizhongxin",2013-03-15
"349",349,2013,3,15,12,110,331,125,91,1700,17,10.3,1013.2,-2.1,0,"WSW",1.6,"Aotizhongxin",2013-03-15
"350",350,2013,3,15,13,227,261,118,96,1700,52,12,1011.9,-1.2,0,"SE",1.5,"Aotizhongxin",2013-03-15
"351",351,2013,3,15,14,236,279,107,112,1899,52,12.2,1011.4,-0.7,0,"SSW",2.7,"Aotizhongxin",2013-03-15
"352",352,2013,3,15,15,256,305,102,147,2299,52,12.3,1010.9,-0.3,0,"S",2,"Aotizhongxin",2013-03-15
"353",353,2013,3,15,16,287,343,100,150,2100,43,11.5,1010.9,0.3,0,"SW",3.4,"Aotizhongxin",2013-03-15
"354",354,2013,3,15,17,278,320,91,113,1700,42,10.6,1011.6,0.9,0,"SW",1.8,"Aotizhongxin",2013-03-15
"355",355,2013,3,15,18,269,319,79,96,1700,44,9.1,1012.2,1.5,0,"WSW",1,"Aotizhongxin",2013-03-15
"356",356,2013,3,15,19,286,324,68,104,1800,44,7,1012.5,1.3,0,"SSW",1.1,"Aotizhongxin",2013-03-15
"357",357,2013,3,15,20,304,343,64,126,2000,44,6.3,1013.8,1.4,0,"ESE",0,"Aotizhongxin",2013-03-15
"358",358,2013,3,15,21,312,348,61,132,2100,44,7.1,1014.4,0.7,0,"NNW",0.8,"Aotizhongxin",2013-03-15
"359",359,2013,3,15,22,316,367,63,126,2500,44,7.3,1015.3,0.9,0,"NNE",1,"Aotizhongxin",2013-03-15
"360",360,2013,3,15,23,353,430,77,138,3200,44,7.3,1015.5,0.7,0,"NNE",1.5,"Aotizhongxin",2013-03-15
"361",361,2013,3,16,0,355,411,63,118,3299,44,6.5,1015.6,0.6,0,"NE",1.1,"Aotizhongxin",2013-03-16
"362",362,2013,3,16,1,328,357,49,111,2700,44,5.9,1015.9,0.2,0,"NE",1.7,"Aotizhongxin",2013-03-16
"363",363,2013,3,16,2,308,330,49,113,2399,44,5.9,1016.5,0.2,0,"NE",1.5,"Aotizhongxin",2013-03-16
"364",364,2013,3,16,3,304,332,55,108,1262.94514539774,44,5.6,1017,0.4,0,"WNW",1,"Aotizhongxin",2013-03-16
"365",365,2013,3,16,4,314,316,51,108,2000,44,3.9,1018,0.6,0,"NNE",1.3,"Aotizhongxin",2013-03-16
"366",366,2013,3,16,5,276,300,47,91,1800,44,5.3,1018.7,0.3,0,"N",1.6,"Aotizhongxin",2013-03-16
"367",367,2013,3,16,6,276,293,50,87,1800,44,4.8,1019.3,0.4,0,"NE",1.3,"Aotizhongxin",2013-03-16
"368",368,2013,3,16,7,275,297,38,84,2100,44,6,1020.1,0.5,0,"N",0.2,"Aotizhongxin",2013-03-16
"369",369,2013,3,16,8,278,294,44,82,2200,44,8.4,1020.7,1.3,0,"W",1.1,"Aotizhongxin",2013-03-16
"370",370,2013,3,16,9,272,289,112,87,2100,44,10.7,1020.9,0.7,0,"WSW",1.3,"Aotizhongxin",2013-03-16
"371",371,2013,3,16,10,264,273,138,90,1899,44,12.6,1020.2,0,0,"SW",2.8,"Aotizhongxin",2013-03-16
"372",372,2013,3,16,11,270,243,109,88,1800,44,13.5,1019.9,-0.2,0,"S",1.8,"Aotizhongxin",2013-03-16
"373",373,2013,3,16,12,227,207,88,84,1899,54,14,1018.5,-0.9,0,"SE",2.2,"Aotizhongxin",2013-03-16
"374",374,2013,3,16,13,183,189,86,70,1899,80,14.1,1017.5,-0.4,0,"SSW",2.5,"Aotizhongxin",2013-03-16
"375",375,2013,3,16,14,166,169,76,61,1700,92,14.5,1016.6,0.3,0,"S",2.1,"Aotizhongxin",2013-03-16
"376",376,2013,3,16,15,150,167,71,62,1700,94,13.6,1015.6,1.2,0,"S",2,"Aotizhongxin",2013-03-16
"377",377,2013,3,16,16,165,212,80,78,2299,94,12.9,1015.1,1.5,0,"S",1.9,"Aotizhongxin",2013-03-16
"378",378,2013,3,16,17,185,204,85,81,2700,94,12.4,1014.8,1.7,0,"S",2.1,"Aotizhongxin",2013-03-16
"379",379,2013,3,16,18,216,217,83,90,2899,94,12,1014.2,2.2,0,"SSE",2.4,"Aotizhongxin",2013-03-16
"380",380,2013,3,16,19,188,217,75,101,2600,94,10.8,1014.7,2.6,0,"S",1.2,"Aotizhongxin",2013-03-16
"381",381,2013,3,16,20,197,223,61,85,2200,94,10,1014.6,2.1,0,"S",1.6,"Aotizhongxin",2013-03-16
"382",382,2013,3,16,21,228,242,56,90,2100,94,9.2,1014.1,1.8,0,"SSW",2.7,"Aotizhongxin",2013-03-16
"383",383,2013,3,16,22,242,204,59,108,2100,94,8.3,1013.4,2.1,0,"SSW",1.8,"Aotizhongxin",2013-03-16
"384",384,2013,3,16,23,210,204,58,92,1800,94,7.8,1012.6,2,0,"S",1.5,"Aotizhongxin",2013-03-16
"385",385,2013,3,17,0,166,192,50,86,1500,94,7.2,1012.2,2.1,0,"SSW",1.5,"Aotizhongxin",2013-03-17
"386",386,2013,3,17,1,162,194,48,90,1700,94,6.5,1011.2,1.8,0,"WSW",1.3,"Aotizhongxin",2013-03-17
"387",387,2013,3,17,2,176,211,45,95,2100,94,5.6,1009.8,2.2,0,"WSW",1,"Aotizhongxin",2013-03-17
"388",388,2013,3,17,3,217,219,43,98,2500,94,6.8,1008.8,2.3,0,"WSW",1.4,"Aotizhongxin",2013-03-17
"389",389,2013,3,17,4,183,195,46,86,2299,94,5.9,1007.9,2.2,0,"W",0.6,"Aotizhongxin",2013-03-17
"390",390,2013,3,17,5,180,188,50,71,2000,94,5.3,1007.5,2.5,0,"WNW",0.7,"Aotizhongxin",2013-03-17
"391",391,2013,3,17,6,184,223,44,85,2200,94,4.2,1006,1.9,0,"WSW",0.6,"Aotizhongxin",2013-03-17
"392",392,2013,3,17,7,206,210,40,83,2200,94,5.6,1005.8,2.1,0,"NNE",0.6,"Aotizhongxin",2013-03-17
"393",393,2013,3,17,8,206,237,39,80,2700,94,7.6,1005.3,2.1,0,"WSW",0.6,"Aotizhongxin",2013-03-17
"394",394,2013,3,17,9,257,259,84,92,2899,94,9.3,1004.7,2.4,0,"WSW",0.7,"Aotizhongxin",2013-03-17
"395",395,2013,3,17,10,267,283,119,104,3100,94,10.6,1003.6,2.7,0,"SW",0.8,"Aotizhongxin",2013-03-17
"396",396,2013,3,17,11,293,321,124,126,3399,94,12.9,1001.9,3,0,"E",1.4,"Aotizhongxin",2013-03-17
"397",397,2013,3,17,12,322,326,126,146,3000,94,14.4,1000.1,2.9,0,"SSW",1.2,"Aotizhongxin",2013-03-17
"398",398,2013,3,17,13,294,347,120,142,2799,94,15.1,998.7,3.2,0,"S",2.1,"Aotizhongxin",2013-03-17
"399",399,2013,3,17,14,332,372,116,124,2700,94,15.9,997.5,3.7,0,"S",1.5,"Aotizhongxin",2013-03-17
"400",400,2013,3,17,15,352,392,113,116,2600,102,15.5,996.6,3.9,0,"S",1.8,"Aotizhongxin",2013-03-17
"401",401,2013,3,17,16,362,383,94,106,2299,105,15.3,996.2,4,0,"SW",0.9,"Aotizhongxin",2013-03-17
"402",402,2013,3,17,17,356,369,92,98,2200,107,14.1,996.1,4.9,0,"SSW",0.9,"Aotizhongxin",2013-03-17
"403",403,2013,3,17,18,344,367,80,105,2200,107,12,996.1,4.5,0,"N",0.9,"Aotizhongxin",2013-03-17
"404",404,2013,3,17,19,357,395,64,136,2500,58,9.3,996.1,4.7,0,"NE",0,"Aotizhongxin",2013-03-17
"405",405,2013,3,17,20,364,390,50,166,2799,107,11.5,996.3,4.7,0,"NNE",1.7,"Aotizhongxin",2013-03-17
"406",406,2013,3,17,21,392,442,61,167,2899,107,10.9,996.2,3.9,0,"NE",1.9,"Aotizhongxin",2013-03-17
"407",407,2013,3,17,22,423,462,64,174,3299,107,10,995.9,4.1,0,"NNE",1.5,"Aotizhongxin",2013-03-17
"408",408,2013,3,17,23,434,455,56,157,3500,107,8.7,996,3.7,0,"NE",1.9,"Aotizhongxin",2013-03-17
"409",409,2013,3,18,0,450,494,48,156,4099,107,9,995.9,2.8,0,"N",1.8,"Aotizhongxin",2013-03-18
"410",410,2013,3,18,1,463,476,45,154,3799,107,8.8,996.3,-1.1,0,"NNW",1.1,"Aotizhongxin",2013-03-18
"411",411,2013,3,18,2,308,476,57,111,2100,107,10.9,996.2,-7.4,0,"NNE",2.3,"Aotizhongxin",2013-03-18
"412",412,2013,3,18,3,36,122,12,22,300,107,11.4,996.4,-10.2,0,"NNW",4.7,"Aotizhongxin",2013-03-18
"413",413,2013,3,18,4,30,153,14,19,400,107,10.5,997.1,-7.7,0,"N",3.6,"Aotizhongxin",2013-03-18
